block_id,name,category,subcategory,origin,function,archetype,implementation_tier,protocol_status,timing_status,cdc_status,numeric_status,core,source_file,testbench_file,static_validation,ghdl_analysis,functional_simulation
3387,ahb_arbiter_clock_crossing,AMBA Peripheral Buses,"APB, AHB and AHB-Lite",Generated family variant,Implements low-complexity or pipelined AMBA peripheral transactions. Architecture variant: **clock crossing**.,cdc,A,subset_contract; run official or commercial protocol VIP before release,"requires synthesis, place-and-route, and constraints for the selected FPGA/clock",recognized CDC structure with ASYNC_REG attributes; external CDC tool sign-off required,application-specific; reference model required,bb_cdc_sync_core,rtl/blocks/amba_peripheral_buses/ahb_arbiter_clock_crossing.vhd,tb/blocks/amba_peripheral_buses/tb_ahb_arbiter_clock_crossing.vhd,PASS,NOT_RUN_IN_GENERATION_ENVIRONMENT,SELF_TEST_SUPPLIED_NOT_EXECUTED
3388,avalon_st_sink_clock_crossing,Wishbone and Avalon,Open and vendor-neutral bus fabrics,Generated family variant,Connects reusable IP through Wishbone- or Avalon-style interfaces. Architecture variant: **clock crossing**.,cdc,A,subset_contract; run official or commercial protocol VIP before release,"requires synthesis, place-and-route, and constraints for the selected FPGA/clock",recognized CDC structure with ASYNC_REG attributes; external CDC tool sign-off required,application-specific; reference model required,bb_cdc_sync_core,rtl/blocks/wishbone_and_avalon/avalon_st_sink_clock_crossing.vhd,tb/blocks/wishbone_and_avalon/tb_avalon_st_sink_clock_crossing.vhd,PASS,NOT_RUN_IN_GENERATION_ENVIRONMENT,SELF_TEST_SUPPLIED_NOT_EXECUTED
3389,multicast_router_low_power,Interconnect and NoC,"Routing, arbitration and switching",Generated family variant,"Routes transactions or packets among multiple initiators, targets, or tiles. Architecture variant: **low power**.",bus,B,not_applicable_or_internal_contract,"requires synthesis, place-and-route, and constraints for the selected FPGA/clock",single_clock_default; integration CDC review required,application-specific; reference model required,bb_bus_adapter_core,rtl/blocks/interconnect_and_noc/multicast_router_low_power.vhd,tb/blocks/interconnect_and_noc/tb_multicast_router_low_power.vhd,PASS,NOT_RUN_IN_GENERATION_ENVIRONMENT,SELF_TEST_SUPPLIED_NOT_EXECUTED
3390,i2c_slave_clock_crossing,UART SPI I2C,Low-speed serial protocols,Generated family variant,"Implements framing, timing, control, or bridging for common serial buses. Architecture variant: **clock crossing**.",cdc,A,not_applicable_or_internal_contract,"requires synthesis, place-and-route, and constraints for the selected FPGA/clock",recognized CDC structure with ASYNC_REG attributes; external CDC tool sign-off required,application-specific; reference model required,bb_cdc_sync_core,rtl/blocks/uart_spi_i2c/i2c_slave_clock_crossing.vhd,tb/blocks/uart_spi_i2c/tb_i2c_slave_clock_crossing.vhd,PASS,NOT_RUN_IN_GENERATION_ENVIRONMENT,SELF_TEST_SUPPLIED_NOT_EXECUTED
3391,multidrop_address_filter_low_power,CAN LIN RS485,Automotive and multidrop serial links,Generated family variant,Implements robust framed communication for automotive or multidrop networks. Architecture variant: **low power**.,protocol_shell,C,integration_shell_only; external compliant controller/PHY/VIP required,"requires synthesis, place-and-route, and constraints for the selected FPGA/clock",single_clock_default; integration CDC review required,application-specific; reference model required,bb_protocol_shell_core,rtl/blocks/can_lin_rs485/multidrop_address_filter_low_power.vhd,tb/blocks/can_lin_rs485/tb_multidrop_address_filter_low_power.vhd,PASS,NOT_RUN_IN_GENERATION_ENVIRONMENT,SELF_TEST_SUPPLIED_NOT_EXECUTED
3392,ethernet_gmii_adapter_resource_shared,Ethernet MAC,Ethernet media access,Generated family variant,Builds or parses Ethernet link-layer traffic and PHY-side interfaces. Architecture variant: **resource shared**.,protocol_shell,C,integration_shell_only; external compliant controller/PHY/VIP required,"requires synthesis, place-and-route, and constraints for the selected FPGA/clock",single_clock_default; integration CDC review required,application-specific; reference model required,bb_protocol_shell_core,rtl/blocks/ethernet_mac/ethernet_gmii_adapter_resource_shared.vhd,tb/blocks/ethernet_mac/tb_ethernet_gmii_adapter_resource_shared.vhd,PASS,NOT_RUN_IN_GENERATION_ENVIRONMENT,SELF_TEST_SUPPLIED_NOT_EXECUTED
3393,packet_flow_table_low_power,Network Packet Processing,"IPv4, IPv6, UDP and packet pipelines",Generated family variant,"Parses, classifies, generates, or controls packetized network traffic. Architecture variant: **low power**.",protocol_shell,C,integration_shell_only; external compliant controller/PHY/VIP required,"requires synthesis, place-and-route, and constraints for the selected FPGA/clock",single_clock_default; integration CDC review required,application-specific; reference model required,bb_protocol_shell_core,rtl/blocks/network_packet_processing/packet_flow_table_low_power.vhd,tb/blocks/network_packet_processing/tb_packet_flow_table_low_power.vhd,PASS,NOT_RUN_IN_GENERATION_ENVIRONMENT,SELF_TEST_SUPPLIED_NOT_EXECUTED
3394,pcie_replay_buffer_clock_crossing,PCI Express,PCIe endpoints and transaction services,Generated family variant,"Manages PCIe transaction-layer traffic, host-visible resources, and DMA. Architecture variant: **clock crossing**.",cdc,A,not_applicable_or_internal_contract,"requires synthesis, place-and-route, and constraints for the selected FPGA/clock",recognized CDC structure with ASYNC_REG attributes; external CDC tool sign-off required,application-specific; reference model required,bb_cdc_sync_core,rtl/blocks/pci_express/pcie_replay_buffer_clock_crossing.vhd,tb/blocks/pci_express/tb_pcie_replay_buffer_clock_crossing.vhd,PASS,NOT_RUN_IN_GENERATION_ENVIRONMENT,SELF_TEST_SUPPLIED_NOT_EXECUTED
3395,usb_crc_engine_low_power,USB,USB device and host functions,Generated family variant,"Implements USB packet, endpoint, transfer, or PHY adaptation functions. Architecture variant: **low power**.",protocol_shell,C,integration_shell_only; external compliant controller/PHY/VIP required,"requires synthesis, place-and-route, and constraints for the selected FPGA/clock",single_clock_default; integration CDC review required,application-specific; reference model required,bb_protocol_shell_core,rtl/blocks/usb/usb_crc_engine_low_power.vhd,tb/blocks/usb/tb_usb_crc_engine_low_power.vhd,PASS,NOT_RUN_IN_GENERATION_ENVIRONMENT,SELF_TEST_SUPPLIED_NOT_EXECUTED
3396,prbs_generator_low_power,SERDES and LVDS,High-speed serial and source-synchronous links,Generated family variant,"Serializes, aligns, trains, tests, or deskews high-speed physical links. Architecture variant: **low power**.",protocol_shell,C,integration_shell_only; external compliant controller/PHY/VIP required,"requires synthesis, place-and-route, and constraints for the selected FPGA/clock",single_clock_default; integration CDC review required,application-specific; reference model required,bb_protocol_shell_core,rtl/blocks/serdes_and_lvds/prbs_generator_low_power.vhd,tb/blocks/serdes_and_lvds/tb_prbs_generator_low_power.vhd,PASS,NOT_RUN_IN_GENERATION_ENVIRONMENT,SELF_TEST_SUPPLIED_NOT_EXECUTED
3397,gray_counter_synchronizer_low_power,Clock Reset CDC,"Clocking, reset and domain crossing",Generated family variant,Generates or supervises clocks and safely transfers state across clock domains. Architecture variant: **low power**.,counter,A,not_applicable_or_internal_contract,"requires synthesis, place-and-route, and constraints for the selected FPGA/clock",single_clock_default; integration CDC review required,bit-accurate integer behavior for implemented operation subset,bb_counter_core,rtl/blocks/clock_reset_cdc/gray_counter_synchronizer_low_power.vhd,tb/blocks/clock_reset_cdc/tb_gray_counter_synchronizer_low_power.vhd,PASS,NOT_RUN_IN_GENERATION_ENVIRONMENT,SELF_TEST_SUPPLIED_NOT_EXECUTED
3398,microcode_rom_low_power,CPU Frontend,"Fetch, prediction and decode",Generated family variant,"Fetches, predicts, queues, or decodes instructions for a processor pipeline. Architecture variant: **low power**.",control,B,not_applicable_or_internal_contract,"requires synthesis, place-and-route, and constraints for the selected FPGA/clock",single_clock_default; integration CDC review required,application-specific; reference model required,bb_control_core,rtl/blocks/cpu_frontend/microcode_rom_low_power.vhd,tb/blocks/cpu_frontend/tb_microcode_rom_low_power.vhd,PASS,NOT_RUN_IN_GENERATION_ENVIRONMENT,SELF_TEST_SUPPLIED_NOT_EXECUTED
3399,scoreboard_cpu_resource_shared,CPU Execution,Execution units and scheduling,Generated family variant,Schedules and executes processor operations while managing dependencies. Architecture variant: **resource shared**.,control,B,not_applicable_or_internal_contract,"requires synthesis, place-and-route, and constraints for the selected FPGA/clock",single_clock_default; integration CDC review required,application-specific; reference model required,bb_control_core,rtl/blocks/cpu_execution/scoreboard_cpu_resource_shared.vhd,tb/blocks/cpu_execution/tb_scoreboard_cpu_resource_shared.vhd,PASS,NOT_RUN_IN_GENERATION_ENVIRONMENT,SELF_TEST_SUPPLIED_NOT_EXECUTED
3400,atomic_operation_unit_low_power,CPU Memory and Privilege,"Memory management, interrupts and privilege",Generated family variant,"Controls privilege, exceptions, protection, coherency, and memory access. Architecture variant: **low power**.",control,B,not_applicable_or_internal_contract,"requires synthesis, place-and-route, and constraints for the selected FPGA/clock",single_clock_default; integration CDC review required,application-specific; reference model required,bb_control_core,rtl/blocks/cpu_memory_and_privilege/atomic_operation_unit_low_power.vhd,tb/blocks/cpu_memory_and_privilege/tb_atomic_operation_unit_low_power.vhd,PASS,NOT_RUN_IN_GENERATION_ENVIRONMENT,SELF_TEST_SUPPLIED_NOT_EXECUTED
3401,system_control_registers_low_power,SoC Peripherals,General-purpose peripherals,Generated family variant,"Provides software-controlled timing, I/O, boot, and system-management functions. Architecture variant: **low power**.",control,B,not_applicable_or_internal_contract,"requires synthesis, place-and-route, and constraints for the selected FPGA/clock",single_clock_default; integration CDC review required,application-specific; reference model required,bb_control_core,rtl/blocks/soc_peripherals/system_control_registers_low_power.vhd,tb/blocks/soc_peripherals/tb_system_control_registers_low_power.vhd,PASS,NOT_RUN_IN_GENERATION_ENVIRONMENT,SELF_TEST_SUPPLIED_NOT_EXECUTED
3402,depth_range_mapper_resource_shared,GPU Geometry,Geometry and raster setup,Generated family variant,Processes geometry and prepares primitives or tiles for rasterization. Architecture variant: **resource shared**.,control,B,not_applicable_or_internal_contract,"requires synthesis, place-and-route, and constraints for the selected FPGA/clock",single_clock_default; integration CDC review required,application-specific; reference model required,bb_control_core,rtl/blocks/gpu_geometry/depth_range_mapper_resource_shared.vhd,tb/blocks/gpu_geometry/tb_depth_range_mapper_resource_shared.vhd,PASS,NOT_RUN_IN_GENERATION_ENVIRONMENT,SELF_TEST_SUPPLIED_NOT_EXECUTED
3403,fragment_queue_programmable,GPU Pixel,"Raster, texture and pixel operations",Generated family variant,"Generates and processes fragments, pixels, depth, texture, and blend data. Architecture variant: **programmable**.",sync_fifo,A,not_applicable_or_internal_contract,"requires synthesis, place-and-route, and constraints for the selected FPGA/clock",single_clock_default; integration CDC review required,application-specific; reference model required,bb_sync_fifo_core,rtl/blocks/gpu_pixel/fragment_queue_programmable.vhd,tb/blocks/gpu_pixel/tb_fragment_queue_programmable.vhd,PASS,NOT_RUN_IN_GENERATION_ENVIRONMENT,SELF_TEST_SUPPLIED_NOT_EXECUTED
3404,pixel_address_generator_programmable,Video Timing,Display timing and frame transport,Generated family variant,"Generates display timing, addresses pixels, and moves frame data. Architecture variant: **programmable**.",media,B,not_applicable_or_internal_contract,"requires synthesis, place-and-route, and constraints for the selected FPGA/clock",single_clock_default; integration CDC review required,application-specific; reference model required,bb_media_pipe_core,rtl/blocks/video_timing/pixel_address_generator_programmable.vhd,tb/blocks/video_timing/tb_pixel_address_generator_programmable.vhd,PASS,NOT_RUN_IN_GENERATION_ENVIRONMENT,SELF_TEST_SUPPLIED_NOT_EXECUTED
3405,morphology_engine_programmable,Image Processing,Pixel and neighborhood operations,Generated family variant,Transforms colors or applies per-pixel and neighborhood image operations. Architecture variant: **programmable**.,media,B,not_applicable_or_internal_contract,"requires synthesis, place-and-route, and constraints for the selected FPGA/clock",single_clock_default; integration CDC review required,application-specific; reference model required,bb_media_pipe_core,rtl/blocks/image_processing/morphology_engine_programmable.vhd,tb/blocks/image_processing/tb_morphology_engine_programmable.vhd,PASS,NOT_RUN_IN_GENERATION_ENVIRONMENT,SELF_TEST_SUPPLIED_NOT_EXECUTED
3406,color_correction_matrix_programmable,Camera and ISP,Camera capture and image signal processing,Generated family variant,Captures sensor data and performs early image-signal-processing stages. Architecture variant: **programmable**.,protocol_shell,C,integration_shell_only; external compliant controller/PHY/VIP required,"requires synthesis, place-and-route, and constraints for the selected FPGA/clock",single_clock_default; integration CDC review required,application-specific; reference model required,bb_protocol_shell_core,rtl/blocks/camera_and_isp/color_correction_matrix_programmable.vhd,tb/blocks/camera_and_isp/tb_color_correction_matrix_programmable.vhd,PASS,NOT_RUN_IN_GENERATION_ENVIRONMENT,SELF_TEST_SUPPLIED_NOT_EXECUTED
3407,audio_frame_aligner_clock_crossing,Audio Interfaces,Digital audio transport,Generated family variant,"Transports, frames, clocks, or buffers digital audio samples. Architecture variant: **clock crossing**.",cdc,A,not_applicable_or_internal_contract,"requires synthesis, place-and-route, and constraints for the selected FPGA/clock",recognized CDC structure with ASYNC_REG attributes; external CDC tool sign-off required,application-specific; reference model required,bb_cdc_sync_core,rtl/blocks/audio_interfaces/audio_frame_aligner_clock_crossing.vhd,tb/blocks/audio_interfaces/tb_audio_frame_aligner_clock_crossing.vhd,PASS,NOT_RUN_IN_GENERATION_ENVIRONMENT,SELF_TEST_SUPPLIED_NOT_EXECUTED
3408,wavetable_synthesizer_resource_shared,Audio DSP,Audio processing and synthesis,Generated family variant,"Processes, mixes, controls dynamics, resamples, or synthesizes audio. Architecture variant: **resource shared**.",media,B,not_applicable_or_internal_contract,"requires synthesis, place-and-route, and constraints for the selected FPGA/clock",single_clock_default; integration CDC review required,application-specific; reference model required,bb_media_pipe_core,rtl/blocks/audio_dsp/wavetable_synthesizer_resource_shared.vhd,tb/blocks/audio_dsp/tb_wavetable_synthesizer_resource_shared.vhd,PASS,NOT_RUN_IN_GENERATION_ENVIRONMENT,SELF_TEST_SUPPLIED_NOT_EXECUTED
3409,softmax_engine_multi_engine,Machine Learning,Neural-network layers,Generated family variant,Accelerates common neural-network layer operations and post-processing. Architecture variant: **multi engine**.,vector,B,not_applicable_or_internal_contract,"requires synthesis, place-and-route, and constraints for the selected FPGA/clock",single_clock_default; integration CDC review required,parameterized_integer/fixed-point reference behavior; quantify error against system model,bb_vector_mac_core,rtl/blocks/machine_learning/softmax_engine_multi_engine.vhd,tb/blocks/machine_learning/tb_softmax_engine_multi_engine.vhd,PASS,NOT_RUN_IN_GENERATION_ENVIRONMENT,SELF_TEST_SUPPLIED_NOT_EXECUTED
3410,feed_forward_network_engine_multi_engine,Transformer Acceleration,Attention and sequence models,Generated family variant,"Accelerates attention, normalization, projection, and feed-forward stages. Architecture variant: **multi engine**.",vector,B,not_applicable_or_internal_contract,"requires synthesis, place-and-route, and constraints for the selected FPGA/clock",single_clock_default; integration CDC review required,parameterized_integer/fixed-point reference behavior; quantify error against system model,bb_vector_mac_core,rtl/blocks/transformer_acceleration/feed_forward_network_engine_multi_engine.vhd,tb/blocks/transformer_acceleration/tb_feed_forward_network_engine_multi_engine.vhd,PASS,NOT_RUN_IN_GENERATION_ENVIRONMENT,SELF_TEST_SUPPLIED_NOT_EXECUTED
3411,activation_clamp_engine_multi_engine,Quantization and Sparsity,Low-precision and sparse AI,Generated family variant,"Supports quantized arithmetic, sparse dataflow, and tensor layout conversion. Architecture variant: **multi engine**.",vector,B,not_applicable_or_internal_contract,"requires synthesis, place-and-route, and constraints for the selected FPGA/clock",single_clock_default; integration CDC review required,parameterized_integer/fixed-point reference behavior; quantify error against system model,bb_vector_mac_core,rtl/blocks/quantization_and_sparsity/activation_clamp_engine_multi_engine.vhd,tb/blocks/quantization_and_sparsity/tb_activation_clamp_engine_multi_engine.vhd,PASS,NOT_RUN_IN_GENERATION_ENVIRONMENT,SELF_TEST_SUPPLIED_NOT_EXECUTED
3412,collision_monitor_low_power,Robotics,"Motion, navigation and control",Generated family variant,"Computes feedback control, pose, trajectories, or actuator commands. Architecture variant: **low power**.",control,B,not_applicable_or_internal_contract,"requires synthesis, place-and-route, and constraints for the selected FPGA/clock",single_clock_default; integration CDC review required,application-specific; reference model required,bb_control_core,rtl/blocks/robotics/collision_monitor_low_power.vhd,tb/blocks/robotics/tb_collision_monitor_low_power.vhd,PASS,NOT_RUN_IN_GENERATION_ENVIRONMENT,SELF_TEST_SUPPLIED_NOT_EXECUTED
3413,encoder_capture_low_power,Motor and Power Control,Motor drives and power electronics,Generated family variant,"Controls switching power stages, motor commutation, and closed-loop drives. Architecture variant: **low power**.",datapath,A,not_applicable_or_internal_contract,"requires synthesis, place-and-route, and constraints for the selected FPGA/clock",single_clock_default; integration CDC review required,bit-accurate integer behavior for implemented operation subset,bb_datapath_core,rtl/blocks/motor_and_power_control/encoder_capture_low_power.vhd,tb/blocks/motor_and_power_control/tb_encoder_capture_low_power.vhd,PASS,NOT_RUN_IN_GENERATION_ENVIRONMENT,SELF_TEST_SUPPLIED_NOT_EXECUTED
3414,threshold_detector_low_power,Sensors and DAQ,Acquisition and instrumentation,Generated family variant,"Captures, timestamps, measures, calibrates, or triggers on sensor signals. Architecture variant: **low power**.",sensor,B,not_applicable_or_internal_contract,"requires synthesis, place-and-route, and constraints for the selected FPGA/clock",single_clock_default; integration CDC review required,application-specific; reference model required,bb_sensor_core,rtl/blocks/sensors_and_daq/threshold_detector_low_power.vhd,tb/blocks/sensors_and_daq/tb_threshold_detector_low_power.vhd,PASS,NOT_RUN_IN_GENERATION_ENVIRONMENT,SELF_TEST_SUPPLIED_NOT_EXECUTED
3415,dmx512_controller_low_power,Industrial Protocols,Fieldbus and deterministic control,Generated family variant,Implements or assists industrial communication and deterministic I/O. Architecture variant: **low power**.,protocol_shell,C,integration_shell_only; external compliant controller/PHY/VIP required,"requires synthesis, place-and-route, and constraints for the selected FPGA/clock",single_clock_default; integration CDC review required,application-specific; reference model required,bb_protocol_shell_core,rtl/blocks/industrial_protocols/dmx512_controller_low_power.vhd,tb/blocks/industrial_protocols/tb_dmx512_controller_low_power.vhd,PASS,NOT_RUN_IN_GENERATION_ENVIRONMENT,SELF_TEST_SUPPLIED_NOT_EXECUTED
3416,true_random_interface_resource_optimized,Cryptography,"Encryption, authentication and key services",Generated family variant,"Provides cryptographic transformations, authentication, or key derivation. Architecture variant: **resource optimized**.",crypto_shell,C,integration_shell_only; external compliant controller/PHY/VIP required,"requires synthesis, place-and-route, and constraints for the selected FPGA/clock",single_clock_default; integration CDC review required,application-specific; reference model required,bb_crypto_shell_core,rtl/blocks/cryptography/true_random_interface_resource_optimized.vhd,tb/blocks/cryptography/tb_true_random_interface_resource_optimized.vhd,PASS,NOT_RUN_IN_GENERATION_ENVIRONMENT,SELF_TEST_SUPPLIED_NOT_EXECUTED
3417,voltage_alarm_interface_low_power,Safety and Reliability,Fault detection and safe operation,Generated family variant,"Detects faults, contains errors, reports health, or forces a safe state. Architecture variant: **low power**.",safety,B,not_applicable_or_internal_contract,"requires synthesis, place-and-route, and constraints for the selected FPGA/clock",single_clock_default; integration CDC review required,application-specific; reference model required,bb_safety_monitor_core,rtl/blocks/safety_and_reliability/voltage_alarm_interface_low_power.vhd,tb/blocks/safety_and_reliability/tb_voltage_alarm_interface_low_power.vhd,PASS,NOT_RUN_IN_GENERATION_ENVIRONMENT,SELF_TEST_SUPPLIED_NOT_EXECUTED
3418,golden_model_comparator_formal_friendly,Debug and Verification,On-chip debug and reusable verification,Generated family variant,"Observes, stimulates, compares, records, or perturbs designs for verification. Architecture variant: **formal friendly**.",monitor,B,not_applicable_or_internal_contract,"requires synthesis, place-and-route, and constraints for the selected FPGA/clock",single_clock_default; integration CDC review required,application-specific; reference model required,bb_monitor_core,rtl/blocks/debug_and_verification/golden_model_comparator_formal_friendly.vhd,tb/blocks/debug_and_verification/tb_golden_model_comparator_formal_friendly.vhd,PASS,NOT_RUN_IN_GENERATION_ENVIRONMENT,SELF_TEST_SUPPLIED_NOT_EXECUTED
3419,wear_leveling_engine_low_power,Storage,"Flash, SD, NVMe and block storage",Generated family variant,"Controls nonvolatile storage, block commands, caching, or media management. Architecture variant: **low power**.",memory_service,B,not_applicable_or_internal_contract,"requires synthesis, place-and-route, and constraints for the selected FPGA/clock",single_clock_default; integration CDC review required,application-specific; reference model required,bb_memory_service_core,rtl/blocks/storage/wear_leveling_engine_low_power.vhd,tb/blocks/storage/tb_wear_leveling_engine_low_power.vhd,PASS,NOT_RUN_IN_GENERATION_ENVIRONMENT,SELF_TEST_SUPPLIED_NOT_EXECUTED
3420,reed_solomon_encoder_resource_shared,Compression and Coding,"Compression, decompression and channel coding",Generated family variant,Compresses streams or applies forward-error-correction coding. Architecture variant: **resource shared**.,datapath,A,not_applicable_or_internal_contract,"requires synthesis, place-and-route, and constraints for the selected FPGA/clock",single_clock_default; integration CDC review required,bit-accurate integer behavior for implemented operation subset,bb_datapath_core,rtl/blocks/compression_and_coding/reed_solomon_encoder_resource_shared.vhd,tb/blocks/compression_and_coding/tb_reed_solomon_encoder_resource_shared.vhd,PASS,NOT_RUN_IN_GENERATION_ENVIRONMENT,SELF_TEST_SUPPLIED_NOT_EXECUTED
3421,channel_estimator_resource_shared,RF and SDR,Digital radio front-end,Generated family variant,"Conditions, converts, combines, or equalizes complex baseband samples. Architecture variant: **resource shared**.",stream,B,not_applicable_or_internal_contract,"requires synthesis, place-and-route, and constraints for the selected FPGA/clock",single_clock_default; integration CDC review required,parameterized_integer/fixed-point reference behavior; quantify error against system model,bb_stream_core,rtl/blocks/rf_and_sdr/channel_estimator_resource_shared.vhd,tb/blocks/rf_and_sdr/tb_channel_estimator_resource_shared.vhd,PASS,NOT_RUN_IN_GENERATION_ENVIRONMENT,SELF_TEST_SUPPLIED_NOT_EXECUTED
3422,target_tracker_resource_shared,Radar and LiDAR,Ranging and detection pipelines,Generated family variant,"Performs ranging, detection, angle estimation, or target tracking. Architecture variant: **resource shared**.",stream,B,not_applicable_or_internal_contract,"requires synthesis, place-and-route, and constraints for the selected FPGA/clock",single_clock_default; integration CDC review required,application-specific; reference model required,bb_stream_core,rtl/blocks/radar_and_lidar/target_tracker_resource_shared.vhd,tb/blocks/radar_and_lidar/tb_target_tracker_resource_shared.vhd,PASS,NOT_RUN_IN_GENERATION_ENVIRONMENT,SELF_TEST_SUPPLIED_NOT_EXECUTED
3423,sensor_redundancy_voter_low_power,Automotive,Vehicle-specific logic,Generated family variant,"Supports vehicle timing, gateways, diagnostics, and redundant sensing. Architecture variant: **low power**.",control,B,not_applicable_or_internal_contract,"requires synthesis, place-and-route, and constraints for the selected FPGA/clock",single_clock_default; integration CDC review required,application-specific; reference model required,bb_control_core,rtl/blocks/automotive/sensor_redundancy_voter_low_power.vhd,tb/blocks/automotive/tb_sensor_redundancy_voter_low_power.vhd,PASS,NOT_RUN_IN_GENERATION_ENVIRONMENT,SELF_TEST_SUPPLIED_NOT_EXECUTED
3424,mil_std_1553_engine_low_power,Aerospace and Time,Deterministic and high-reliability timing,Generated family variant,"Implements precise time, redundant control, or aerospace communications. Architecture variant: **low power**.",control,B,not_applicable_or_internal_contract,"requires synthesis, place-and-route, and constraints for the selected FPGA/clock",single_clock_default; integration CDC review required,application-specific; reference model required,bb_control_core,rtl/blocks/aerospace_and_time/mil_std_1553_engine_low_power.vhd,tb/blocks/aerospace_and_time/tb_mil_std_1553_engine_low_power.vhd,PASS,NOT_RUN_IN_GENERATION_ENVIRONMENT,SELF_TEST_SUPPLIED_NOT_EXECUTED
3425,power_telemetry_low_power,Reconfiguration and Management,"Configuration, boot and telemetry",Generated family variant,"Controls configuration images, boot policy, telemetry, and runtime management. Architecture variant: **low power**.",control,B,not_applicable_or_internal_contract,"requires synthesis, place-and-route, and constraints for the selected FPGA/clock",single_clock_default; integration CDC review required,application-specific; reference model required,bb_control_core,rtl/blocks/reconfiguration_and_management/power_telemetry_low_power.vhd,tb/blocks/reconfiguration_and_management/tb_power_telemetry_low_power.vhd,PASS,NOT_RUN_IN_GENERATION_ENVIRONMENT,SELF_TEST_SUPPLIED_NOT_EXECUTED
3426,finite_difference_stencil_resource_shared,Scientific and Search,Domain accelerators,Generated family variant,"Accelerates search, filtering, sparse computation, or domain-specific kernels. Architecture variant: **resource shared**.",stream,B,not_applicable_or_internal_contract,"requires synthesis, place-and-route, and constraints for the selected FPGA/clock",single_clock_default; integration CDC review required,application-specific; reference model required,bb_stream_core,rtl/blocks/scientific_and_search/finite_difference_stencil_resource_shared.vhd,tb/blocks/scientific_and_search/tb_finite_difference_stencil_resource_shared.vhd,PASS,NOT_RUN_IN_GENERATION_ENVIRONMENT,SELF_TEST_SUPPLIED_NOT_EXECUTED
3427,thermometer_decoder_combinational,Logic and Primitives,Boolean and bit manipulation,Generated family variant,Performs deterministic Boolean or bit-field transformation operations. Architecture variant: **combinational**.,datapath,A,not_applicable_or_internal_contract,"requires synthesis, place-and-route, and constraints for the selected FPGA/clock",single_clock_default; integration CDC review required,bit-accurate integer behavior for implemented operation subset,bb_datapath_core,rtl/blocks/logic_and_primitives/thermometer_decoder_combinational.vhd,tb/blocks/logic_and_primitives/tb_thermometer_decoder_combinational.vhd,PASS,NOT_RUN_IN_GENERATION_ENVIRONMENT,SELF_TEST_SUPPLIED_NOT_EXECUTED
3428,pixel_counter_wraparound,Counters and Timing,"Counters, timers and event measurement",Generated family variant,"Counts cycles, events, pixels, lines, frames, or protocol occurrences. Architecture variant: **wraparound**.",counter,A,not_applicable_or_internal_contract,"requires synthesis, place-and-route, and constraints for the selected FPGA/clock",single_clock_default; integration CDC review required,bit-accurate integer behavior for implemented operation subset,bb_counter_core,rtl/blocks/counters_and_timing/pixel_counter_wraparound.vhd,tb/blocks/counters_and_timing/tb_pixel_counter_wraparound.vhd,PASS,NOT_RUN_IN_GENERATION_ENVIRONMENT,SELF_TEST_SUPPLIED_NOT_EXECUTED
3429,mode_controller_single_shot,Control,State machines and sequencers,Generated family variant,"Coordinates ordered operations, state transitions, and exceptional paths. Architecture variant: **single shot**.",control,B,not_applicable_or_internal_contract,"requires synthesis, place-and-route, and constraints for the selected FPGA/clock",single_clock_default; integration CDC review required,application-specific; reference model required,bb_control_core,rtl/blocks/control/mode_controller_single_shot.vhd,tb/blocks/control/tb_mode_controller_single_shot.vhd,PASS,NOT_RUN_IN_GENERATION_ENVIRONMENT,SELF_TEST_SUPPLIED_NOT_EXECUTED
3430,sign_extension_unit_combinational,Integer Compute,Integer arithmetic,Generated family variant,Implements integer arithmetic with selectable latency and resource trade-offs. Architecture variant: **combinational**.,datapath,A,not_applicable_or_internal_contract,"requires synthesis, place-and-route, and constraints for the selected FPGA/clock",single_clock_default; integration CDC review required,bit-accurate integer behavior for implemented operation subset,bb_datapath_core,rtl/blocks/integer_compute/sign_extension_unit_combinational.vhd,tb/blocks/integer_compute/tb_sign_extension_unit_combinational.vhd,PASS,NOT_RUN_IN_GENERATION_ENVIRONMENT,SELF_TEST_SUPPLIED_NOT_EXECUTED
3431,fixed_point_accumulator_combinational,Fixed-Point Compute,Fixed-point arithmetic,Generated family variant,Processes signed or unsigned fixed-point values with explicit scaling and rounding. Architecture variant: **combinational**.,datapath,A,not_applicable_or_internal_contract,"requires synthesis, place-and-route, and constraints for the selected FPGA/clock",single_clock_default; integration CDC review required,parameterized_integer/fixed-point reference behavior; quantify error against system model,bb_datapath_core,rtl/blocks/fixed_point_compute/fixed_point_accumulator_combinational.vhd,tb/blocks/fixed_point_compute/tb_fixed_point_accumulator_combinational.vhd,PASS,NOT_RUN_IN_GENERATION_ENVIRONMENT,SELF_TEST_SUPPLIED_NOT_EXECUTED
